sceneFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,response,resp_rt,date,subjName,expName,frameRate,
stim/scenes/basket.jpg,0,0,0,73,5,5.80410408974,2019_Feb_18_1153,1,phase1-rateScenes,60.10624592477949,
stim/scenes/baby_bottle.jpg,0,1,1,30,3,2.2185690403,2019_Feb_18_1153,1,phase1-rateScenes,60.10624592477949,
stim/scenes/baseball_bat.jpg,0,2,2,59,4,0.334985971451,2019_Feb_18_1153,1,phase1-rateScenes,60.10624592477949,
stim/scenes/baseball_bat.jpg,0,3,3,20,4,0.786289215088,2019_Feb_18_1153,1,phase1-rateScenes,60.10624592477949,
